,model,dataset,question_id,answer_index
34,Qwen2-VL-2B-Instruct,openbookqa,34,0
35,Qwen2-VL-2B-Instruct,openbookqa,35,0
36,Qwen2-VL-2B-Instruct,openbookqa,36,0
37,Qwen2-VL-2B-Instruct,openbookqa,37,1
38,Qwen2-VL-2B-Instruct,openbookqa,38,1
39,Qwen2-VL-2B-Instruct,openbookqa,39,3
40,Qwen2-VL-2B-Instruct,openbookqa,40,1
41,Qwen2-VL-2B-Instruct,openbookqa,41,1
42,Qwen2-VL-2B-Instruct,openbookqa,42,0
43,Qwen2-VL-2B-Instruct,openbookqa,43,0
44,Qwen2-VL-2B-Instruct,openbookqa,44,0
45,Qwen2-VL-2B-Instruct,openbookqa,45,0
46,Qwen2-VL-2B-Instruct,openbookqa,46,0
47,Qwen2-VL-2B-Instruct,openbookqa,47,0
48,Qwen2-VL-2B-Instruct,openbookqa,48,0
49,Qwen2-VL-2B-Instruct,openbookqa,49,0
50,Qwen2-VL-2B-Instruct,openbookqa,50,0
51,Qwen2-VL-2B-Instruct,openbookqa,51,1
52,Qwen2-VL-2B-Instruct,openbookqa,52,0
53,Qwen2-VL-2B-Instruct,openbookqa,53,0
54,Qwen2-VL-2B-Instruct,openbookqa,54,2
55,Qwen2-VL-2B-Instruct,openbookqa,55,0
56,Qwen2-VL-2B-Instruct,openbookqa,56,0
57,Qwen2-VL-2B-Instruct,openbookqa,57,0
58,Qwen2-VL-2B-Instruct,openbookqa,58,0
59,Qwen2-VL-2B-Instruct,openbookqa,59,0
60,Qwen2-VL-2B-Instruct,openbookqa,60,1
61,Qwen2-VL-2B-Instruct,openbookqa,61,0
62,Qwen2-VL-2B-Instruct,openbookqa,62,3
63,Qwen2-VL-2B-Instruct,openbookqa,63,0
64,Qwen2-VL-2B-Instruct,openbookqa,64,0
65,Qwen2-VL-2B-Instruct,openbookqa,65,2
66,Qwen2-VL-2B-Instruct,openbookqa,66,3
67,Qwen2-VL-2B-Instruct,openbookqa,67,1
68,Qwen2-VL-2B-Instruct,openbookqa,68,0
69,Qwen2-VL-2B-Instruct,openbookqa,69,0
70,Qwen2-VL-2B-Instruct,openbookqa,70,2
71,Qwen2-VL-2B-Instruct,openbookqa,71,2
72,Qwen2-VL-2B-Instruct,openbookqa,72,1
73,Qwen2-VL-2B-Instruct,openbookqa,73,0
74,Qwen2-VL-2B-Instruct,openbookqa,74,2
75,Qwen2-VL-2B-Instruct,openbookqa,75,2
76,Qwen2-VL-2B-Instruct,openbookqa,76,0
77,Qwen2-VL-2B-Instruct,openbookqa,77,0
78,Qwen2-VL-2B-Instruct,openbookqa,78,0
79,Qwen2-VL-2B-Instruct,openbookqa,79,1
80,Qwen2-VL-2B-Instruct,openbookqa,80,0
81,Qwen2-VL-2B-Instruct,openbookqa,81,0
82,Qwen2-VL-2B-Instruct,openbookqa,82,0
83,Qwen2-VL-2B-Instruct,openbookqa,83,0
84,Qwen2-VL-2B-Instruct,openbookqa,84,1
85,Qwen2-VL-2B-Instruct,openbookqa,85,3
86,Qwen2-VL-2B-Instruct,openbookqa,86,1
87,Qwen2-VL-2B-Instruct,openbookqa,87,1
88,Qwen2-VL-2B-Instruct,openbookqa,88,0
89,Qwen2-VL-2B-Instruct,openbookqa,89,0
90,Qwen2-VL-2B-Instruct,openbookqa,90,0
91,Qwen2-VL-2B-Instruct,openbookqa,91,1
92,Qwen2-VL-2B-Instruct,openbookqa,92,0
93,Qwen2-VL-2B-Instruct,openbookqa,93,0
94,Qwen2-VL-2B-Instruct,openbookqa,94,3
95,Qwen2-VL-2B-Instruct,openbookqa,95,0
96,Qwen2-VL-2B-Instruct,openbookqa,96,0
97,Qwen2-VL-2B-Instruct,openbookqa,97,0
98,Qwen2-VL-2B-Instruct,openbookqa,98,0
99,Qwen2-VL-2B-Instruct,openbookqa,99,2
100,Qwen2-VL-2B-Instruct,openbookqa,100,2
101,Qwen2-VL-2B-Instruct,openbookqa,101,0
102,Qwen2-VL-2B-Instruct,openbookqa,102,0
103,Qwen2-VL-2B-Instruct,openbookqa,103,1
104,Qwen2-VL-2B-Instruct,openbookqa,104,2
105,Qwen2-VL-2B-Instruct,openbookqa,105,1
106,Qwen2-VL-2B-Instruct,openbookqa,106,2
107,Qwen2-VL-2B-Instruct,openbookqa,107,0
108,Qwen2-VL-2B-Instruct,openbookqa,108,1
109,Qwen2-VL-2B-Instruct,openbookqa,109,2
110,Qwen2-VL-2B-Instruct,openbookqa,110,0
111,Qwen2-VL-2B-Instruct,openbookqa,111,2
112,Qwen2-VL-2B-Instruct,openbookqa,112,0
113,Qwen2-VL-2B-Instruct,openbookqa,113,0
114,Qwen2-VL-2B-Instruct,openbookqa,114,0
115,Qwen2-VL-2B-Instruct,openbookqa,115,0
116,Qwen2-VL-2B-Instruct,openbookqa,116,2
117,Qwen2-VL-2B-Instruct,openbookqa,117,1
118,Qwen2-VL-2B-Instruct,openbookqa,118,0
119,Qwen2-VL-2B-Instruct,openbookqa,119,0
120,Qwen2-VL-2B-Instruct,openbookqa,120,0
121,Qwen2-VL-2B-Instruct,openbookqa,121,1
122,Qwen2-VL-2B-Instruct,openbookqa,122,0
123,Qwen2-VL-2B-Instruct,openbookqa,123,0
124,Qwen2-VL-2B-Instruct,openbookqa,124,0
125,Qwen2-VL-2B-Instruct,openbookqa,125,3
126,Qwen2-VL-2B-Instruct,openbookqa,126,0
127,Qwen2-VL-2B-Instruct,openbookqa,127,1
128,Qwen2-VL-2B-Instruct,openbookqa,128,3
129,Qwen2-VL-2B-Instruct,openbookqa,129,0
130,Qwen2-VL-2B-Instruct,openbookqa,130,0
131,Qwen2-VL-2B-Instruct,openbookqa,131,1
132,Qwen2-VL-2B-Instruct,openbookqa,132,0
133,Qwen2-VL-2B-Instruct,openbookqa,133,0
134,Qwen2-VL-2B-Instruct,openbookqa,134,2
135,Qwen2-VL-2B-Instruct,openbookqa,135,0
136,Qwen2-VL-2B-Instruct,openbookqa,136,1
137,Qwen2-VL-2B-Instruct,openbookqa,137,3
138,Qwen2-VL-2B-Instruct,openbookqa,138,3
139,Qwen2-VL-2B-Instruct,openbookqa,139,0
140,Qwen2-VL-2B-Instruct,openbookqa,140,2
141,Qwen2-VL-2B-Instruct,openbookqa,141,0
142,Qwen2-VL-2B-Instruct,openbookqa,142,1
143,Qwen2-VL-2B-Instruct,openbookqa,143,0
144,Qwen2-VL-2B-Instruct,openbookqa,144,0
145,Qwen2-VL-2B-Instruct,openbookqa,145,0
146,Qwen2-VL-2B-Instruct,openbookqa,146,3
147,Qwen2-VL-2B-Instruct,openbookqa,147,3
148,Qwen2-VL-2B-Instruct,openbookqa,148,0
149,Qwen2-VL-2B-Instruct,openbookqa,149,0
150,Qwen2-VL-2B-Instruct,openbookqa,150,0
151,Qwen2-VL-2B-Instruct,openbookqa,151,0
152,Qwen2-VL-2B-Instruct,openbookqa,152,0
153,Qwen2-VL-2B-Instruct,openbookqa,153,0
154,Qwen2-VL-2B-Instruct,openbookqa,154,0
155,Qwen2-VL-2B-Instruct,openbookqa,155,2
156,Qwen2-VL-2B-Instruct,openbookqa,156,0
157,Qwen2-VL-2B-Instruct,openbookqa,157,0
158,Qwen2-VL-2B-Instruct,openbookqa,158,0
159,Qwen2-VL-2B-Instruct,openbookqa,159,2
160,Qwen2-VL-2B-Instruct,openbookqa,160,0
161,Qwen2-VL-2B-Instruct,openbookqa,161,0
162,Qwen2-VL-2B-Instruct,openbookqa,162,0
163,Qwen2-VL-2B-Instruct,openbookqa,163,0
164,Qwen2-VL-2B-Instruct,openbookqa,164,0
165,Qwen2-VL-2B-Instruct,openbookqa,165,0
166,Qwen2-VL-2B-Instruct,openbookqa,166,1
167,Qwen2-VL-2B-Instruct,openbookqa,167,2
168,Qwen2-VL-2B-Instruct,openbookqa,168,2
169,Qwen2-VL-2B-Instruct,openbookqa,169,0
170,Qwen2-VL-2B-Instruct,openbookqa,170,0
171,Qwen2-VL-2B-Instruct,openbookqa,171,0
172,Qwen2-VL-2B-Instruct,openbookqa,172,3
173,Qwen2-VL-2B-Instruct,openbookqa,173,0
174,Qwen2-VL-2B-Instruct,openbookqa,174,0
175,Qwen2-VL-2B-Instruct,openbookqa,175,0
176,Qwen2-VL-2B-Instruct,openbookqa,176,0
177,Qwen2-VL-2B-Instruct,openbookqa,177,0
178,Qwen2-VL-2B-Instruct,openbookqa,178,1
179,Qwen2-VL-2B-Instruct,openbookqa,179,0
180,Qwen2-VL-2B-Instruct,openbookqa,180,0
181,Qwen2-VL-2B-Instruct,openbookqa,181,1
182,Qwen2-VL-2B-Instruct,openbookqa,182,0
183,Qwen2-VL-2B-Instruct,openbookqa,183,0
184,Qwen2-VL-2B-Instruct,openbookqa,184,1
185,Qwen2-VL-2B-Instruct,openbookqa,185,0
186,Qwen2-VL-2B-Instruct,openbookqa,186,1
187,Qwen2-VL-2B-Instruct,openbookqa,187,0
188,Qwen2-VL-2B-Instruct,openbookqa,188,1
189,Qwen2-VL-2B-Instruct,openbookqa,189,0
190,Qwen2-VL-2B-Instruct,openbookqa,190,2
191,Qwen2-VL-2B-Instruct,openbookqa,191,1
192,Qwen2-VL-2B-Instruct,openbookqa,192,0
193,Qwen2-VL-2B-Instruct,openbookqa,193,0
194,Qwen2-VL-2B-Instruct,openbookqa,194,3
195,Qwen2-VL-2B-Instruct,openbookqa,195,0
196,Qwen2-VL-2B-Instruct,openbookqa,196,0
197,Qwen2-VL-2B-Instruct,openbookqa,197,0
198,Qwen2-VL-2B-Instruct,openbookqa,198,0
199,Qwen2-VL-2B-Instruct,openbookqa,199,0
200,Qwen2-VL-2B-Instruct,openbookqa,200,1
201,Qwen2-VL-2B-Instruct,openbookqa,201,1
202,Qwen2-VL-2B-Instruct,openbookqa,202,0
203,Qwen2-VL-2B-Instruct,openbookqa,203,0
204,Qwen2-VL-2B-Instruct,openbookqa,204,0
205,Qwen2-VL-2B-Instruct,openbookqa,205,0
206,Qwen2-VL-2B-Instruct,openbookqa,206,1
207,Qwen2-VL-2B-Instruct,openbookqa,207,3
208,Qwen2-VL-2B-Instruct,openbookqa,208,0
209,Qwen2-VL-2B-Instruct,openbookqa,209,0
210,Qwen2-VL-2B-Instruct,openbookqa,210,2
211,Qwen2-VL-2B-Instruct,openbookqa,211,3
212,Qwen2-VL-2B-Instruct,openbookqa,212,1
213,Qwen2-VL-2B-Instruct,openbookqa,213,0
214,Qwen2-VL-2B-Instruct,openbookqa,214,0
215,Qwen2-VL-2B-Instruct,openbookqa,215,0
216,Qwen2-VL-2B-Instruct,openbookqa,216,0
217,Qwen2-VL-2B-Instruct,openbookqa,217,1
218,Qwen2-VL-2B-Instruct,openbookqa,218,0
219,Qwen2-VL-2B-Instruct,openbookqa,219,0
220,Qwen2-VL-2B-Instruct,openbookqa,220,0
221,Qwen2-VL-2B-Instruct,openbookqa,221,0
222,Qwen2-VL-2B-Instruct,openbookqa,222,3
223,Qwen2-VL-2B-Instruct,openbookqa,223,0
224,Qwen2-VL-2B-Instruct,openbookqa,224,0
225,Qwen2-VL-2B-Instruct,openbookqa,225,0
226,Qwen2-VL-2B-Instruct,openbookqa,226,0
227,Qwen2-VL-2B-Instruct,openbookqa,227,0
228,Qwen2-VL-2B-Instruct,openbookqa,228,1
229,Qwen2-VL-2B-Instruct,openbookqa,229,0
230,Qwen2-VL-2B-Instruct,openbookqa,230,0
231,Qwen2-VL-2B-Instruct,openbookqa,231,0
232,Qwen2-VL-2B-Instruct,openbookqa,232,3
233,Qwen2-VL-2B-Instruct,openbookqa,233,2
234,Qwen2-VL-2B-Instruct,openbookqa,234,0
235,Qwen2-VL-2B-Instruct,openbookqa,235,3
236,Qwen2-VL-2B-Instruct,openbookqa,236,1
237,Qwen2-VL-2B-Instruct,openbookqa,237,1
238,Qwen2-VL-2B-Instruct,openbookqa,238,0
239,Qwen2-VL-2B-Instruct,openbookqa,239,1
240,Qwen2-VL-2B-Instruct,openbookqa,240,0
241,Qwen2-VL-2B-Instruct,openbookqa,241,1
242,Qwen2-VL-2B-Instruct,openbookqa,242,1
243,Qwen2-VL-2B-Instruct,openbookqa,243,3
244,Qwen2-VL-2B-Instruct,openbookqa,244,0
245,Qwen2-VL-2B-Instruct,openbookqa,245,0
246,Qwen2-VL-2B-Instruct,openbookqa,246,0
247,Qwen2-VL-2B-Instruct,openbookqa,247,0
248,Qwen2-VL-2B-Instruct,openbookqa,248,1
249,Qwen2-VL-2B-Instruct,openbookqa,249,0
250,Qwen2-VL-2B-Instruct,openbookqa,250,1
251,Qwen2-VL-2B-Instruct,openbookqa,251,2
252,Qwen2-VL-2B-Instruct,openbookqa,252,0
253,Qwen2-VL-2B-Instruct,openbookqa,253,0
254,Qwen2-VL-2B-Instruct,openbookqa,254,1
255,Qwen2-VL-2B-Instruct,openbookqa,255,0
256,Qwen2-VL-2B-Instruct,openbookqa,256,1
257,Qwen2-VL-2B-Instruct,openbookqa,257,0
258,Qwen2-VL-2B-Instruct,openbookqa,258,0
259,Qwen2-VL-2B-Instruct,openbookqa,259,1
260,Qwen2-VL-2B-Instruct,openbookqa,260,0
261,Qwen2-VL-2B-Instruct,openbookqa,261,0
262,Qwen2-VL-2B-Instruct,openbookqa,262,3
263,Qwen2-VL-2B-Instruct,openbookqa,263,0
264,Qwen2-VL-2B-Instruct,openbookqa,264,2
265,Qwen2-VL-2B-Instruct,openbookqa,265,0
266,Qwen2-VL-2B-Instruct,openbookqa,266,0
267,Qwen2-VL-2B-Instruct,openbookqa,267,2
268,Qwen2-VL-2B-Instruct,openbookqa,268,1
269,Qwen2-VL-2B-Instruct,openbookqa,269,1
270,Qwen2-VL-2B-Instruct,openbookqa,270,0
271,Qwen2-VL-2B-Instruct,openbookqa,271,1
272,Qwen2-VL-2B-Instruct,openbookqa,272,0
273,Qwen2-VL-2B-Instruct,openbookqa,273,1
274,Qwen2-VL-2B-Instruct,openbookqa,274,1
275,Qwen2-VL-2B-Instruct,openbookqa,275,0
276,Qwen2-VL-2B-Instruct,openbookqa,276,0
277,Qwen2-VL-2B-Instruct,openbookqa,277,0
278,Qwen2-VL-2B-Instruct,openbookqa,278,0
279,Qwen2-VL-2B-Instruct,openbookqa,279,3
280,Qwen2-VL-2B-Instruct,openbookqa,280,0
281,Qwen2-VL-2B-Instruct,openbookqa,281,0
282,Qwen2-VL-2B-Instruct,openbookqa,282,2
283,Qwen2-VL-2B-Instruct,openbookqa,283,1
284,Qwen2-VL-2B-Instruct,openbookqa,284,0
285,Qwen2-VL-2B-Instruct,openbookqa,285,1
286,Qwen2-VL-2B-Instruct,openbookqa,286,0
287,Qwen2-VL-2B-Instruct,openbookqa,287,0
288,Qwen2-VL-2B-Instruct,openbookqa,288,0
289,Qwen2-VL-2B-Instruct,openbookqa,289,0
290,Qwen2-VL-2B-Instruct,openbookqa,291,0
291,Qwen2-VL-2B-Instruct,openbookqa,292,0
292,Qwen2-VL-2B-Instruct,openbookqa,293,3
293,Qwen2-VL-2B-Instruct,openbookqa,294,3
294,Qwen2-VL-2B-Instruct,openbookqa,295,0
295,Qwen2-VL-2B-Instruct,openbookqa,296,0
296,Qwen2-VL-2B-Instruct,openbookqa,297,2
297,Qwen2-VL-2B-Instruct,openbookqa,298,1
298,Qwen2-VL-2B-Instruct,openbookqa,299,3
299,Qwen2-VL-2B-Instruct,openbookqa,300,1
300,Qwen2-VL-2B-Instruct,openbookqa,301,1
301,Qwen2-VL-2B-Instruct,openbookqa,302,0
302,Qwen2-VL-2B-Instruct,openbookqa,303,0
303,Qwen2-VL-2B-Instruct,openbookqa,304,0
304,Qwen2-VL-2B-Instruct,openbookqa,305,0
305,Qwen2-VL-2B-Instruct,openbookqa,306,0
306,Qwen2-VL-2B-Instruct,openbookqa,307,3
307,Qwen2-VL-2B-Instruct,openbookqa,308,2
308,Qwen2-VL-2B-Instruct,openbookqa,309,0
309,Qwen2-VL-2B-Instruct,openbookqa,310,0
310,Qwen2-VL-2B-Instruct,openbookqa,311,0
311,Qwen2-VL-2B-Instruct,openbookqa,312,0
312,Qwen2-VL-2B-Instruct,openbookqa,313,1
313,Qwen2-VL-2B-Instruct,openbookqa,314,3
314,Qwen2-VL-2B-Instruct,openbookqa,315,2
315,Qwen2-VL-2B-Instruct,openbookqa,316,0
316,Qwen2-VL-2B-Instruct,openbookqa,317,2
317,Qwen2-VL-2B-Instruct,openbookqa,318,3
318,Qwen2-VL-2B-Instruct,openbookqa,319,0
319,Qwen2-VL-2B-Instruct,openbookqa,320,3
320,Qwen2-VL-2B-Instruct,openbookqa,321,1
321,Qwen2-VL-2B-Instruct,openbookqa,322,2
322,Qwen2-VL-2B-Instruct,openbookqa,323,0
323,Qwen2-VL-2B-Instruct,openbookqa,324,1
324,Qwen2-VL-2B-Instruct,openbookqa,325,0
325,Qwen2-VL-2B-Instruct,openbookqa,326,3
326,Qwen2-VL-2B-Instruct,openbookqa,327,1
327,Qwen2-VL-2B-Instruct,openbookqa,328,0
328,Qwen2-VL-2B-Instruct,openbookqa,329,1
329,Qwen2-VL-2B-Instruct,openbookqa,330,1
330,Qwen2-VL-2B-Instruct,openbookqa,331,1
331,Qwen2-VL-2B-Instruct,openbookqa,332,1
332,Qwen2-VL-2B-Instruct,openbookqa,333,1
333,Qwen2-VL-2B-Instruct,openbookqa,334,3
334,Qwen2-VL-2B-Instruct,openbookqa,335,1
335,Qwen2-VL-2B-Instruct,openbookqa,336,3
336,Qwen2-VL-2B-Instruct,openbookqa,337,0
337,Qwen2-VL-2B-Instruct,openbookqa,338,2
338,Qwen2-VL-2B-Instruct,openbookqa,339,3
339,Qwen2-VL-2B-Instruct,openbookqa,340,0
340,Qwen2-VL-2B-Instruct,openbookqa,341,3
341,Qwen2-VL-2B-Instruct,openbookqa,342,1
342,Qwen2-VL-2B-Instruct,openbookqa,343,0
343,Qwen2-VL-2B-Instruct,openbookqa,344,1
344,Qwen2-VL-2B-Instruct,openbookqa,345,0
345,Qwen2-VL-2B-Instruct,openbookqa,346,0
346,Qwen2-VL-2B-Instruct,openbookqa,347,0
347,Qwen2-VL-2B-Instruct,openbookqa,348,0
348,Qwen2-VL-2B-Instruct,openbookqa,349,0
349,Qwen2-VL-2B-Instruct,openbookqa,350,2
350,Qwen2-VL-2B-Instruct,openbookqa,351,0
351,Qwen2-VL-2B-Instruct,openbookqa,352,2
352,Qwen2-VL-2B-Instruct,openbookqa,353,0
353,Qwen2-VL-2B-Instruct,openbookqa,354,0
354,Qwen2-VL-2B-Instruct,openbookqa,355,0
355,Qwen2-VL-2B-Instruct,openbookqa,356,0
356,Qwen2-VL-2B-Instruct,openbookqa,357,1
357,Qwen2-VL-2B-Instruct,openbookqa,358,3
358,Qwen2-VL-2B-Instruct,openbookqa,359,3
359,Qwen2-VL-2B-Instruct,openbookqa,360,1
360,Qwen2-VL-2B-Instruct,openbookqa,361,0
361,Qwen2-VL-2B-Instruct,openbookqa,362,3
362,Qwen2-VL-2B-Instruct,openbookqa,363,0
363,Qwen2-VL-2B-Instruct,openbookqa,364,2
364,Qwen2-VL-2B-Instruct,openbookqa,365,0
365,Qwen2-VL-2B-Instruct,openbookqa,366,3
366,Qwen2-VL-2B-Instruct,openbookqa,367,2
367,Qwen2-VL-2B-Instruct,openbookqa,368,0
368,Qwen2-VL-2B-Instruct,openbookqa,369,1
369,Qwen2-VL-2B-Instruct,openbookqa,370,0
370,Qwen2-VL-2B-Instruct,openbookqa,371,0
371,Qwen2-VL-2B-Instruct,openbookqa,372,0
372,Qwen2-VL-2B-Instruct,openbookqa,373,3
373,Qwen2-VL-2B-Instruct,openbookqa,374,0
374,Qwen2-VL-2B-Instruct,openbookqa,375,0
375,Qwen2-VL-2B-Instruct,openbookqa,376,3
376,Qwen2-VL-2B-Instruct,openbookqa,377,3
377,Qwen2-VL-2B-Instruct,openbookqa,378,1
378,Qwen2-VL-2B-Instruct,openbookqa,379,0
379,Qwen2-VL-2B-Instruct,openbookqa,380,1
380,Qwen2-VL-2B-Instruct,openbookqa,381,0
381,Qwen2-VL-2B-Instruct,openbookqa,382,1
382,Qwen2-VL-2B-Instruct,openbookqa,383,3
383,Qwen2-VL-2B-Instruct,openbookqa,384,0
384,Qwen2-VL-2B-Instruct,openbookqa,385,0
385,Qwen2-VL-2B-Instruct,openbookqa,386,2
386,Qwen2-VL-2B-Instruct,openbookqa,387,1
387,Qwen2-VL-2B-Instruct,openbookqa,388,0
388,Qwen2-VL-2B-Instruct,openbookqa,389,0
389,Qwen2-VL-2B-Instruct,openbookqa,390,0
390,Qwen2-VL-2B-Instruct,openbookqa,391,3
391,Qwen2-VL-2B-Instruct,openbookqa,392,2
392,Qwen2-VL-2B-Instruct,openbookqa,393,0
393,Qwen2-VL-2B-Instruct,openbookqa,394,0
394,Qwen2-VL-2B-Instruct,openbookqa,395,2
395,Qwen2-VL-2B-Instruct,openbookqa,396,0
396,Qwen2-VL-2B-Instruct,openbookqa,397,3
397,Qwen2-VL-2B-Instruct,openbookqa,398,1
398,Qwen2-VL-2B-Instruct,openbookqa,399,0
399,Qwen2-VL-2B-Instruct,openbookqa,400,0
400,Qwen2-VL-2B-Instruct,openbookqa,401,3
401,Qwen2-VL-2B-Instruct,openbookqa,402,3
402,Qwen2-VL-2B-Instruct,openbookqa,403,0
403,Qwen2-VL-2B-Instruct,openbookqa,404,0
404,Qwen2-VL-2B-Instruct,openbookqa,405,0
405,Qwen2-VL-2B-Instruct,openbookqa,406,0
406,Qwen2-VL-2B-Instruct,openbookqa,407,0
407,Qwen2-VL-2B-Instruct,openbookqa,408,1
408,Qwen2-VL-2B-Instruct,openbookqa,409,0
409,Qwen2-VL-2B-Instruct,openbookqa,410,1
410,Qwen2-VL-2B-Instruct,openbookqa,411,1
411,Qwen2-VL-2B-Instruct,openbookqa,412,3
412,Qwen2-VL-2B-Instruct,openbookqa,413,0
413,Qwen2-VL-2B-Instruct,openbookqa,414,2
414,Qwen2-VL-2B-Instruct,openbookqa,415,0
415,Qwen2-VL-2B-Instruct,openbookqa,416,3
416,Qwen2-VL-2B-Instruct,openbookqa,417,0
417,Qwen2-VL-2B-Instruct,openbookqa,418,0
418,Qwen2-VL-2B-Instruct,openbookqa,419,0
419,Qwen2-VL-2B-Instruct,openbookqa,420,3
420,Qwen2-VL-2B-Instruct,openbookqa,421,2
421,Qwen2-VL-2B-Instruct,openbookqa,422,0
422,Qwen2-VL-2B-Instruct,openbookqa,423,0
423,Qwen2-VL-2B-Instruct,openbookqa,424,0
424,Qwen2-VL-2B-Instruct,openbookqa,425,0
425,Qwen2-VL-2B-Instruct,openbookqa,426,0
426,Qwen2-VL-2B-Instruct,openbookqa,427,0
427,Qwen2-VL-2B-Instruct,openbookqa,428,0
428,Qwen2-VL-2B-Instruct,openbookqa,429,0
429,Qwen2-VL-2B-Instruct,openbookqa,430,0
430,Qwen2-VL-2B-Instruct,openbookqa,431,2
431,Qwen2-VL-2B-Instruct,openbookqa,432,0
432,Qwen2-VL-2B-Instruct,openbookqa,433,0
433,Qwen2-VL-2B-Instruct,openbookqa,434,0
434,Qwen2-VL-2B-Instruct,openbookqa,435,2
435,Qwen2-VL-2B-Instruct,openbookqa,436,0
436,Qwen2-VL-2B-Instruct,openbookqa,437,0
437,Qwen2-VL-2B-Instruct,openbookqa,438,0
438,Qwen2-VL-2B-Instruct,openbookqa,439,1
439,Qwen2-VL-2B-Instruct,openbookqa,440,2
440,Qwen2-VL-2B-Instruct,openbookqa,441,0
441,Qwen2-VL-2B-Instruct,openbookqa,442,0
442,Qwen2-VL-2B-Instruct,openbookqa,443,1
443,Qwen2-VL-2B-Instruct,openbookqa,444,0
444,Qwen2-VL-2B-Instruct,openbookqa,445,2
445,Qwen2-VL-2B-Instruct,openbookqa,446,0
446,Qwen2-VL-2B-Instruct,openbookqa,447,2
447,Qwen2-VL-2B-Instruct,openbookqa,448,0
448,Qwen2-VL-2B-Instruct,openbookqa,449,0
449,Qwen2-VL-2B-Instruct,openbookqa,450,0
450,Qwen2-VL-2B-Instruct,openbookqa,451,0
451,Qwen2-VL-2B-Instruct,openbookqa,452,1
452,Qwen2-VL-2B-Instruct,openbookqa,453,0
453,Qwen2-VL-2B-Instruct,openbookqa,454,2
454,Qwen2-VL-2B-Instruct,openbookqa,455,0
455,Qwen2-VL-2B-Instruct,openbookqa,456,2
456,Qwen2-VL-2B-Instruct,openbookqa,457,2
457,Qwen2-VL-2B-Instruct,openbookqa,459,0
458,Qwen2-VL-2B-Instruct,openbookqa,460,0
459,Qwen2-VL-2B-Instruct,openbookqa,461,0
460,Qwen2-VL-2B-Instruct,openbookqa,462,1
461,Qwen2-VL-2B-Instruct,openbookqa,463,0
462,Qwen2-VL-2B-Instruct,openbookqa,464,0
463,Qwen2-VL-2B-Instruct,openbookqa,465,0
464,Qwen2-VL-2B-Instruct,openbookqa,466,0
465,Qwen2-VL-2B-Instruct,openbookqa,467,0
466,Qwen2-VL-2B-Instruct,openbookqa,468,3
467,Qwen2-VL-2B-Instruct,openbookqa,469,0
468,Qwen2-VL-2B-Instruct,openbookqa,470,2
469,Qwen2-VL-2B-Instruct,openbookqa,471,0
470,Qwen2-VL-2B-Instruct,openbookqa,472,0
471,Qwen2-VL-2B-Instruct,openbookqa,473,0
472,Qwen2-VL-2B-Instruct,openbookqa,474,1
473,Qwen2-VL-2B-Instruct,openbookqa,475,3
474,Qwen2-VL-2B-Instruct,openbookqa,476,0
475,Qwen2-VL-2B-Instruct,openbookqa,477,0
476,Qwen2-VL-2B-Instruct,openbookqa,478,0
477,Qwen2-VL-2B-Instruct,openbookqa,479,3
478,Qwen2-VL-2B-Instruct,openbookqa,480,3
479,Qwen2-VL-2B-Instruct,openbookqa,481,3
480,Qwen2-VL-2B-Instruct,openbookqa,482,0
